,1 Corners,1 Fouls Committed,1 Fouls Wons,1 Goals,1 Offsides,1 Pass Completion,1 Possesion,1 Red Cards,1 Shot Attempts,1 Shots Blocked,1 Total Passes,1 Total Shots on Target,1 Total xG,1 Under Pressure,1 Yellow Cards,2 Corners,2 Fouls Committed,2 Fouls Wons,2 Goals,2 Offsides,2 Pass Completion,2 Possesion,2 Red Cards,2 Shot Attempts,2 Shots Blocked,2 Total Passes,2 Total Shots on Target,2 Total xG,2 Under Pressure,2 Yellow Cards,winner,fh winner
510,1,3,3,1,3,0.669,0.285,0,3,0,136,1,0.22620059500000003,0.14,0,2,0,4,0,1,0.856,0.715,0,8,1,341,3,0.5569753669999999,0.065,1,1,1
511,2,3,2,0,0,0.616,0.292,0,1,0,151,0,0.30078444,0.139,1,5,0,4,0,0,0.814,0.708,0,10,4,366,4,0.721046012,0.098,0,2,0
512,3,1,6,2,1,0.859,0.651,0,9,2,340,2,0.9594793749999999,0.082,1,3,1,1,0,2,0.764,0.349,0,2,0,182,0,0.169133326,0.159,1,1,1
513,3,0,0,0,4,0.728,0.399,0,2,1,224,0,0.31627156300000003,0.143,0,5,1,1,0,1,0.817,0.601,0,7,2,338,2,0.6852703184999999,0.163,0,2,0
514,5,1,3,3,2,0.815,0.602,0,15,5,271,3,2.849052618,0.258,0,0,2,1,0,1,0.704,0.398,0,0,0,179,0,0.0,0.246,0,1,1
515,4,1,3,4,2,0.776,0.578,0,10,0,241,3,2.5417771599999996,0.087,1,2,3,1,0,1,0.682,0.422,0,2,0,176,1,0.077714615,0.114,0,1,1
516,3,4,1,0,0,0.615,0.29,0,3,1,143,2,0.109208536,0.119,1,3,0,8,0,0,0.837,0.71,0,10,3,350,4,0.76577749,0.097,1,2,0
517,0,1,6,1,0,0.701,0.388,1,3,0,154,1,0.6072378669999999,0.156,1,5,0,6,0,0,0.802,0.612,0,11,3,243,3,1.172330495,0.082,0,2,1
518,0,0,2,0,0,0.579,0.314,0,1,0,164,1,0.04359846,0.335,0,4,0,2,1,0,0.81,0.686,0,9,2,358,4,0.8159914105,0.209,1,2,2
519,3,3,2,2,0,0.855,0.593,0,11,2,297,4,1.4128575297,0.189,0,2,1,5,0,3,0.799,0.407,0,4,1,204,2,0.20732380500000003,0.172,2,1,1
520,1,1,5,0,1,0.718,0.332,0,2,0,149,1,0.029662128000000003,0.161,3,2,2,6,2,5,0.88,0.668,0,7,0,300,1,1.576376463,0.097,0,2,2
521,2,1,5,2,3,0.828,0.541,0,8,3,261,1,1.246728923,0.073,0,3,3,1,0,0,0.778,0.459,0,4,2,221,0,0.058232124,0.127,1,1,1
522,4,1,3,2,0,0.9,0.733,0,9,4,409,1,1.356165969,0.112,1,1,3,2,0,0,0.711,0.267,0,2,0,149,2,0.037112815,0.181,2,1,1
523,7,1,0,2,2,0.873,0.73,0,11,3,370,1,0.9320943329999999,0.105,0,2,0,3,1,3,0.657,0.27,0,5,0,137,1,1.1036087730000002,0.182,0,1,1
524,6,3,0,1,1,0.75,0.34,0,11,2,164,3,0.7087565209999999,0.098,2,3,0,5,3,3,0.875,0.66,0,8,2,319,2,2.602817277,0.169,0,2,2
525,1,2,5,0,1,0.679,0.237,0,8,2,134,4,0.429815332,0.149,1,3,1,2,0,1,0.907,0.763,0,5,1,431,1,0.6654982829999999,0.051,0,0,0
526,9,0,2,4,3,0.843,0.694,0,11,2,356,2,2.476798713,0.053,0,0,1,1,1,0,0.707,0.306,0,2,0,157,1,0.141026124,0.185,0,1,1
527,1,4,3,0,0,0.771,0.388,0,9,4,205,3,0.81098162,0.161,2,1,0,7,1,0,0.867,0.612,0,3,0,323,1,0.0984841905,0.093,0,0,2
528,0,5,1,2,1,0.686,0.297,0,5,2,159,1,0.682500623,0.038,0,2,0,6,1,1,0.862,0.703,0,5,1,376,1,0.143299324,0.088,1,1,1
529,2,0,1,1,0,0.704,0.391,0,7,3,179,2,0.8637040090000001,0.089,0,3,0,2,0,0,0.824,0.609,0,7,5,279,1,0.38192682800000005,0.054,2,1,1
530,0,4,5,3,2,0.771,0.466,0,4,0,240,0,1.640451374,0.292,0,4,4,5,1,1,0.84,0.534,0,5,1,275,1,0.6024314499999999,0.105,1,1,1
531,2,4,7,1,0,0.874,0.688,0,11,4,357,5,1.298112338,0.146,0,0,7,4,1,0,0.728,0.312,0,5,0,162,2,0.477842099,0.117,0,1,0
532,3,1,3,0,2,0.847,0.652,0,11,0,321,3,0.815775638,0.087,1,2,3,5,0,0,0.626,0.348,0,4,2,171,1,0.19367480499999998,0.088,2,0,0
533,0,3,3,0,1,0.69,0.434,0,5,2,187,0,0.17783573400000002,0.144,1,3,0,5,1,0,0.779,0.566,0,8,0,244,3,1.185662523,0.119,0,0,2
534,4,0,5,1,2,0.845,0.626,0,8,2,290,3,0.9380492375,0.086,1,0,4,0,0,0,0.775,0.374,0,2,0,173,2,0.068630284,0.064,2,1,1
535,6,0,2,0,4,0.825,0.653,0,9,1,297,4,0.8972313209999999,0.148,0,0,1,1,0,1,0.658,0.347,0,3,0,158,0,0.272464084,0.063,1,1,0
536,2,0,1,1,0,0.733,0.335,0,7,0,165,4,1.1821456275,0.17,0,4,0,3,1,1,0.841,0.665,0,6,5,327,0,0.4920362915,0.046,0,0,0
537,4,0,3,1,2,0.855,0.716,0,8,1,345,2,0.819540076,0.087,0,0,1,0,0,1,0.657,0.284,0,3,1,137,0,0.06881199600000001,0.088,2,1,1
538,3,1,1,1,1,0.861,0.556,0,7,2,267,0,0.337649761,0.157,1,5,1,2,0,0,0.798,0.444,0,9,4,213,4,0.43984920699999996,0.183,1,2,1
539,4,2,2,0,0,0.823,0.635,0,7,4,316,1,0.197580135,0.085,1,0,0,6,0,3,0.731,0.365,0,2,0,182,1,0.069057955,0.132,0,1,0
540,7,1,9,0,3,0.834,0.733,0,7,2,326,2,0.280667529,0.156,0,1,4,2,0,0,0.613,0.267,0,2,1,119,0,0.11678481,0.193,3,1,0
541,1,0,3,1,3,0.862,0.661,0,6,2,340,0,1.091257817,0.144,0,0,1,1,0,0,0.724,0.339,0,3,1,174,0,0.194903701,0.132,1,1,1
542,2,1,1,1,0,0.806,0.452,0,13,2,217,4,1.3546966759999999,0.258,1,0,0,1,0,3,0.856,0.548,0,4,1,263,3,0.15221028399999997,0.072,2,0,1
543,0,3,3,0,0,0.756,0.355,0,9,2,176,1,1.237779285,0.125,1,2,3,6,1,0,0.841,0.645,0,5,0,320,2,0.714831029,0.094,1,2,2
544,3,3,5,1,0,0.746,0.41,0,6,2,197,0,0.720203382,0.086,1,4,1,4,1,0,0.82,0.59,0,5,2,284,1,0.784513842,0.063,0,0,0
545,2,1,8,2,6,0.839,0.488,0,11,3,254,4,0.579350061,0.071,1,1,6,2,0,1,0.846,0.512,0,7,1,266,1,0.48462739000000005,0.128,1,1,1
546,4,1,7,3,0,0.859,0.576,0,11,3,319,4,1.8193071130000003,0.078,2,2,6,3,0,0,0.791,0.424,0,3,1,235,1,0.061456435000000004,0.081,2,1,1
547,1,4,2,0,2,0.724,0.328,0,4,1,174,0,0.105331386,0.126,0,5,0,5,2,0,0.854,0.672,0,8,1,357,3,0.67916851,0.185,0,2,2
548,5,0,2,0,0,0.749,0.392,0,7,2,167,2,0.164790923,0.132,2,4,1,4,3,2,0.819,0.608,0,7,1,259,2,1.753210215,0.046,0,2,2
549,2,0,5,0,2,0.787,0.482,0,9,1,244,2,0.844672789,0.189,1,0,0,4,0,0,0.794,0.518,0,3,1,262,1,0.17054592,0.164,3,1,0
550,2,1,1,1,0,0.759,0.41,1,6,1,203,1,0.225037755,0.138,0,0,0,2,1,2,0.873,0.59,0,4,1,292,2,1.070324433,0.137,1,1,0
551,5,0,3,2,3,0.838,0.701,0,6,1,365,3,0.6275789140000001,0.137,0,0,2,4,0,0,0.699,0.299,0,3,0,156,1,0.225335596,0.154,0,1,1
552,0,0,3,0,1,0.664,0.25,0,2,0,131,1,0.139255185,0.153,1,2,2,3,3,3,0.903,0.75,0,12,1,392,4,1.594146122,0.092,0,2,2
553,1,3,2,1,2,0.725,0.297,0,8,2,153,1,0.759044228,0.118,1,3,0,5,0,0,0.873,0.703,0,6,1,363,3,0.210845655,0.052,0,2,1
554,4,1,2,1,1,0.888,0.677,0,10,3,321,1,1.96432256,0.084,0,4,1,2,0,1,0.686,0.323,0,2,1,153,1,0.35031504700000005,0.183,2,0,1
555,1,2,4,2,2,0.849,0.633,1,12,2,304,5,3.1937695110000006,0.082,3,1,4,4,2,0,0.75,0.367,0,6,2,176,0,0.962583653,0.227,2,0,0
556,1,1,1,0,3,0.696,0.309,0,3,0,184,1,0.5349320470000001,0.212,0,5,0,2,0,3,0.867,0.691,0,6,2,412,2,0.5312207149999999,0.163,2,1,0
557,0,0,2,1,1,0.752,0.318,0,6,0,149,3,0.362677476,0.121,1,1,0,2,0,5,0.881,0.682,0,9,3,319,2,1.0196366875,0.147,0,1,1
558,1,4,4,2,1,0.881,0.624,0,6,1,335,2,0.904640558,0.122,0,2,3,4,1,0,0.837,0.376,0,6,0,202,3,0.453425316,0.203,2,1,1
559,2,0,1,0,0,0.728,0.24,0,5,1,147,2,0.516527621,0.054,0,0,0,1,3,0,0.916,0.76,0,8,3,466,2,0.9457262959999999,0.058,0,2,2
560,7,0,2,1,0,0.824,0.704,0,15,5,295,2,1.6429964000000001,0.092,1,0,1,3,1,3,0.573,0.296,0,4,0,124,2,0.561941189,0.161,1,0,0
561,2,0,1,0,1,0.796,0.412,0,4,1,221,0,0.156040527,0.086,0,6,0,1,0,1,0.867,0.588,0,9,4,315,3,1.191156322,0.063,1,1,0
562,1,3,11,0,5,0.857,0.695,0,8,1,322,4,0.988494401,0.106,1,3,8,3,0,1,0.667,0.305,0,3,0,141,2,0.794838272,0.099,0,1,0
563,0,2,6,1,1,0.832,0.683,0,3,0,286,1,0.565938219,0.101,1,1,2,4,0,6,0.654,0.317,0,4,2,133,0,0.13064532,0.068,0,1,1
564,2,2,4,0,1,0.84,0.665,0,11,3,331,3,0.44862917799999996,0.163,1,0,3,2,0,0,0.701,0.335,0,3,0,167,2,0.8114543329999999,0.138,2,0,0
565,1,1,5,1,0,0.871,0.662,0,10,5,303,1,0.76731021,0.267,0,5,3,3,0,0,0.697,0.338,0,4,1,155,0,0.11058528000000001,0.303,1,1,1
566,1,3,1,0,1,0.758,0.386,0,4,1,190,1,0.101194035,0.142,1,8,1,6,0,3,0.818,0.614,0,4,2,302,2,0.496232409,0.129,1,2,0
567,4,4,7,1,1,0.841,0.646,0,5,1,314,2,0.516591532,0.096,0,3,3,5,1,0,0.738,0.354,0,3,2,172,0,0.415292856,0.267,1,1,0
568,2,0,2,0,1,0.87,0.662,0,8,1,368,1,0.20602679899999998,0.071,1,1,1,1,1,2,0.729,0.338,0,5,1,188,2,0.437582861,0.069,2,0,2
569,0,1,2,0,1,0.635,0.245,0,3,0,126,3,0.136248214,0.143,2,2,1,7,1,0,0.915,0.755,0,7,1,388,2,0.6450958510000001,0.075,1,2,2
570,1,1,8,0,2,0.771,0.366,0,10,3,188,2,0.61708309,0.17,1,1,4,1,1,0,0.855,0.634,0,4,1,325,0,0.9613396009999999,0.074,1,0,2
571,3,2,1,1,0,0.66,0.339,1,5,2,141,0,0.419878781,0.234,0,3,0,3,1,0,0.84,0.661,0,10,1,275,0,0.9257095120000001,0.142,0,2,0
572,5,2,4,3,1,0.864,0.658,0,10,5,354,1,1.512624925,0.13,0,1,2,3,0,0,0.685,0.342,0,0,0,184,0,0.0,0.201,1,1,1
573,2,1,7,1,1,0.823,0.552,0,4,0,237,2,1.1325682849999998,0.131,2,0,4,3,0,2,0.75,0.448,0,2,1,192,1,0.0964541,0.255,1,1,1
574,6,0,2,0,2,0.787,0.702,0,16,5,314,7,1.239556409,0.121,0,0,0,1,0,1,0.571,0.298,0,3,0,133,0,0.27362418499999996,0.12,2,1,0
575,4,2,7,0,0,0.796,0.635,0,12,5,299,5,1.390571125,0.161,1,2,2,3,0,4,0.68,0.365,0,2,0,172,1,0.5348885299999999,0.076,2,1,0
576,3,5,6,0,2,0.685,0.424,0,3,1,178,0,0.202122305,0.219,1,4,3,7,0,0,0.769,0.576,0,6,3,242,1,0.259292474,0.198,1,2,0
577,4,5,9,1,0,0.793,0.614,0,6,2,290,1,0.38702984,0.076,0,0,8,7,0,6,0.648,0.386,0,3,0,182,3,0.40086386,0.137,1,1,1
578,2,1,5,1,0,0.784,0.566,0,10,3,241,3,2.152665754,0.191,1,5,4,3,0,5,0.681,0.434,0,5,0,185,3,0.6574165799999999,0.157,1,1,1
579,2,1,1,0,4,0.71,0.354,0,3,0,193,1,0.218876776,0.078,1,3,0,2,1,0,0.812,0.646,0,4,0,352,3,0.400531768,0.065,0,2,2
580,4,2,6,0,3,0.564,0.361,0,5,2,149,2,0.092925954,0.04,0,3,2,2,1,0,0.75,0.639,0,9,2,264,2,1.158906874,0.083,1,2,2
581,6,2,3,1,0,0.872,0.733,0,14,7,337,1,1.483325726,0.131,1,0,1,6,0,1,0.602,0.267,0,0,0,123,0,0.0,0.195,2,1,1
582,2,0,2,0,0,0.714,0.354,0,3,1,196,1,0.098807725,0.128,0,0,0,2,0,0,0.838,0.646,0,3,0,357,0,0.064022523,0.092,0,2,0
583,1,2,5,0,2,0.799,0.581,0,6,0,284,3,0.47372983,0.085,1,0,1,2,0,0,0.649,0.419,0,3,1,205,0,0.140744245,0.244,2,0,0
584,2,1,7,0,2,0.718,0.556,0,4,1,245,1,0.292512756,0.061,0,1,0,5,1,4,0.653,0.444,0,5,0,196,1,0.540287845,0.128,1,2,2
585,1,1,1,0,2,0.698,0.389,0,3,1,199,1,0.043551549,0.055,2,3,0,5,1,0,0.827,0.611,0,8,2,313,1,1.1670275275,0.048,1,2,2
586,1,3,4,0,0,0.857,0.587,0,9,2,301,2,0.277724438,0.13,2,1,2,4,0,1,0.726,0.413,0,2,1,212,0,0.08516783,0.274,2,1,0
587,2,4,4,0,2,0.744,0.48,0,1,0,215,0,0.031875066,0.186,0,2,2,6,1,2,0.755,0.52,0,12,6,233,2,0.9138504,0.279,2,2,2
588,4,0,3,1,0,0.796,0.726,0,7,1,294,2,0.971683528,0.082,2,3,2,3,1,1,0.586,0.274,0,7,1,111,1,0.764990273,0.09,2,1,0
589,1,12,6,0,5,0.527,0.439,0,3,1,203,0,0.760794898,0.089,1,4,4,17,2,0,0.695,0.561,0,5,1,259,1,1.348990229,0.143,1,2,2
590,4,2,7,0,0,0.86,0.707,0,13,5,335,5,1.567850508,0.137,0,0,3,6,0,1,0.712,0.293,0,2,0,139,0,0.075511506,0.201,2,1,0
591,2,0,6,2,3,0.843,0.683,0,7,0,300,1,0.880551929,0.07,0,2,4,3,0,2,0.647,0.317,0,2,1,139,0,0.08348292900000001,0.108,2,1,1
592,5,0,7,2,3,0.758,0.593,0,9,4,240,0,1.186222463,0.108,1,1,3,7,0,0,0.642,0.407,0,1,0,165,1,0.028200293,0.121,1,1,1
593,8,2,9,0,0,0.831,0.687,0,8,2,344,3,0.19239981,0.038,1,0,5,4,0,0,0.694,0.313,0,3,0,157,2,0.151766369,0.185,0,1,0
594,3,3,3,1,1,0.802,0.612,0,8,1,273,2,0.906870794,0.077,0,3,0,5,0,1,0.688,0.388,0,3,1,173,0,1.083476765,0.133,1,1,1
595,3,1,4,0,3,0.582,0.427,0,0,0,201,0,0.0,0.114,0,2,0,6,1,0,0.763,0.573,0,6,0,270,3,0.529662802,0.13,0,2,2
596,8,1,4,1,3,0.828,0.599,0,10,3,267,2,0.7297134019999999,0.037,1,3,3,3,0,0,0.709,0.401,0,3,0,179,1,0.23610820700000001,0.117,0,1,1
597,2,1,8,0,1,0.692,0.386,0,4,0,159,1,0.20064780299999999,0.057,0,5,0,4,1,1,0.767,0.614,0,8,3,253,2,0.3094466735,0.087,0,2,2
598,4,5,7,1,3,0.583,0.403,0,7,1,168,1,0.57461371,0.226,1,3,5,8,1,0,0.731,0.597,0,6,0,249,3,0.603173934,0.173,1,2,0
599,7,0,4,1,0,0.844,0.64,0,9,1,334,6,0.791053428,0.063,0,3,2,3,0,1,0.681,0.36,0,4,1,188,2,0.745111915,0.191,2,1,1
600,4,0,6,0,2,0.749,0.484,0,11,4,191,4,0.97377027,0.126,0,4,3,2,0,1,0.716,0.516,0,7,3,204,1,0.337743943,0.127,1,0,0
601,4,1,3,0,1,0.872,0.639,0,13,3,329,4,0.569400437,0.1,0,1,1,4,1,4,0.737,0.361,0,1,0,186,0,0.15238927,0.102,0,1,2
602,8,0,6,2,0,0.851,0.662,0,16,3,376,4,1.536800948,0.16,0,1,4,0,0,1,0.708,0.338,0,4,1,192,0,0.07763806000000001,0.12,0,1,1
603,1,3,3,0,0,0.753,0.429,0,5,0,243,1,0.3848526405,0.095,1,4,2,4,3,1,0.849,0.571,0,12,1,324,4,1.9605584225,0.191,0,2,2
604,3,1,7,0,2,0.739,0.531,0,4,3,268,1,0.171255083,0.201,0,0,4,3,3,1,0.755,0.469,0,6,0,237,2,1.145439476,0.135,0,2,2
605,6,1,4,1,2,0.758,0.545,0,7,1,244,2,0.5521259734999999,0.172,0,2,0,2,0,2,0.755,0.455,0,6,1,204,1,0.4555756889999999,0.113,2,0,1
606,1,4,5,1,3,0.791,0.516,0,5,1,253,1,0.22540472099999997,0.107,1,0,1,4,1,2,0.776,0.484,0,7,1,237,2,0.201547936,0.215,1,1,0
607,3,3,3,0,0,0.667,0.398,0,6,3,213,1,0.18965648699999998,0.188,0,2,0,5,0,3,0.835,0.602,0,9,1,322,2,0.450728959,0.093,0,2,0
608,1,2,2,0,2,0.659,0.376,0,3,0,176,0,0.4576788995,0.21,2,2,0,3,1,1,0.753,0.624,0,6,2,292,3,0.2397255339,0.243,0,2,2
609,1,1,4,1,4,0.768,0.546,0,9,4,267,1,0.8645661570000001,0.086,0,3,0,3,1,3,0.676,0.454,0,2,0,222,1,0.86923802,0.117,0,1,0
610,3,3,6,0,2,0.824,0.626,0,6,3,353,2,0.613601566,0.13,0,1,5,4,0,3,0.664,0.374,0,4,2,211,1,0.0994880375,0.081,0,0,0
611,0,3,5,0,1,0.874,0.593,0,6,0,350,0,0.184711851,0.103,0,2,5,4,0,1,0.725,0.407,0,2,2,240,0,0.072171241,0.092,1,0,0
612,4,1,3,0,1,0.76,0.546,0,5,1,292,2,0.206330901,0.065,1,0,1,1,0,1,0.774,0.454,0,3,0,243,1,0.143276407,0.082,0,0,0
613,2,1,9,1,0,0.739,0.575,0,6,1,238,1,0.90636621,0.223,1,1,4,2,1,3,0.659,0.425,0,7,1,176,1,0.902597474,0.193,1,0,0
614,2,0,2,0,4,0.608,0.439,0,8,3,222,3,0.301397588,0.126,0,4,1,3,0,5,0.75,0.561,0,5,0,284,3,0.110072702,0.074,1,2,0
615,6,2,2,1,3,0.738,0.511,0,10,2,225,1,1.0833111,0.156,1,3,1,3,2,0,0.772,0.489,0,9,4,215,1,0.716310668,0.079,0,2,2
616,3,2,2,0,1,0.802,0.48,0,6,0,248,2,0.20819338200000004,0.125,0,1,2,3,2,1,0.81,0.52,0,4,0,269,2,1.162734301,0.097,0,0,2
617,1,3,2,0,0,0.649,0.386,0,5,1,188,1,0.092751042,0.165,0,1,0,3,1,0,0.803,0.614,0,10,2,299,3,0.6321754785,0.087,0,2,2
618,2,1,2,1,1,0.779,0.575,1,7,1,235,0,1.1813578679999999,0.264,1,3,2,1,0,2,0.644,0.425,0,7,3,174,2,0.533113823,0.195,0,1,1
619,4,2,3,0,1,0.682,0.508,0,4,1,267,1,0.19793098,0.236,1,3,2,2,1,2,0.78,0.492,0,4,0,259,1,0.8225725019999999,0.259,1,2,2
620,6,0,1,0,1,0.831,0.65,0,14,0,325,7,1.5096853790000002,0.157,0,0,1,1,0,2,0.669,0.35,0,2,1,175,0,0.053377742,0.109,0,0,0
621,5,1,2,0,2,0.702,0.654,0,8,1,225,2,0.385212705,0.258,1,0,0,2,1,5,0.538,0.346,0,5,2,119,1,0.639149671,0.084,3,1,2
622,2,3,3,1,3,0.79,0.622,0,4,1,291,1,0.457143378,0.041,1,4,3,5,2,0,0.638,0.378,0,7,1,177,1,1.5175163479999998,0.164,0,1,2
623,2,2,3,1,4,0.803,0.532,0,9,2,300,4,1.0294807320000001,0.167,0,1,2,4,0,0,0.712,0.468,0,3,0,264,1,0.2106158435,0.106,2,1,1
624,2,0,1,3,2,0.748,0.561,0,7,0,266,0,1.7285627350000001,0.177,0,4,1,1,0,4,0.678,0.439,0,4,0,208,1,0.100178928,0.197,0,1,1
625,4,1,4,0,0,0.68,0.466,0,9,3,219,3,0.8308235900000001,0.21,0,0,1,4,0,0,0.797,0.534,0,4,1,251,0,0.305580317,0.056,0,0,0
626,2,0,4,0,0,0.722,0.458,0,5,1,245,2,0.5683746809999999,0.163,0,4,2,2,1,0,0.755,0.542,0,5,1,290,2,1.094805171,0.128,0,2,2
627,3,0,5,1,0,0.786,0.611,0,14,3,262,5,1.4882781135000003,0.08,1,1,1,2,0,3,0.683,0.389,0,2,1,167,1,0.0243441665,0.251,1,1,1
628,3,2,0,2,2,0.851,0.699,0,8,1,356,5,0.728163343,0.18,0,1,0,3,1,1,0.627,0.301,0,6,3,153,1,0.528845152,0.242,1,1,1
629,3,2,4,1,2,0.706,0.426,0,4,2,197,0,0.9002556749999999,0.254,1,3,1,5,1,0,0.762,0.574,0,6,2,265,1,0.266190281,0.166,1,0,0
630,4,1,0,0,2,0.645,0.404,0,5,0,203,3,0.487617634,0.133,0,1,0,1,0,1,0.723,0.596,0,5,1,300,0,0.609484719,0.173,0,0,0
631,1,3,3,0,1,0.752,0.307,0,3,1,157,0,0.362130932,0.229,1,3,0,6,1,1,0.847,0.693,0,7,2,354,1,0.612063865,0.155,2,2,2
632,4,0,4,2,0,0.843,0.479,0,10,4,268,2,0.6207149430000001,0.235,0,4,1,1,0,1,0.873,0.521,0,12,2,291,4,0.551327418,0.127,0,1,1
633,6,1,3,1,1,0.816,0.462,0,6,3,250,2,0.927323467,0.064,1,2,2,2,2,0,0.911,0.538,0,9,3,291,1,0.8667073160000001,0.069,1,2,2
634,1,1,3,0,0,0.867,0.615,0,4,1,300,2,0.7387668780000001,0.077,0,1,1,2,1,0,0.809,0.385,0,4,1,188,1,0.250747899,0.165,0,0,2
635,1,1,4,0,2,0.88,0.649,0,6,1,351,1,0.3533762285,0.162,0,2,3,3,1,1,0.758,0.351,0,1,0,190,0,0.18231645,0.047,0,1,2
636,3,1,5,0,1,0.865,0.534,0,3,0,288,2,0.170185674,0.049,2,1,2,1,0,2,0.865,0.466,0,3,1,251,2,0.484202712,0.207,1,1,0
637,3,0,2,1,0,0.824,0.508,0,6,2,295,1,0.42770975,0.153,0,0,1,0,1,1,0.864,0.492,0,5,0,286,1,0.313536993,0.042,0,2,0
638,0,1,5,0,2,0.764,0.286,0,2,0,157,0,0.137358155,0.248,0,6,2,3,1,1,0.895,0.714,0,11,2,392,3,1.101084436,0.12,0,2,2
639,0,1,3,1,0,0.878,0.492,0,4,1,294,0,0.13917435,0.071,0,1,2,2,0,3,0.884,0.508,0,8,2,303,1,0.366799726,0.079,1,1,1
640,2,0,2,0,1,0.91,0.542,0,12,5,332,3,0.48907636899999996,0.154,0,0,1,2,0,0,0.839,0.458,0,1,0,280,0,0.072645105,0.211,1,1,0
641,1,1,1,0,1,0.9,0.737,0,8,2,421,3,0.9084891740000001,0.05,1,1,0,1,1,0,0.76,0.263,0,4,1,150,1,0.30385152899999995,0.18,1,0,2
642,0,1,1,1,2,0.902,0.703,0,6,2,388,1,0.201522754,0.144,1,3,0,2,1,1,0.689,0.297,0,3,0,164,1,0.17592023799999998,0.287,1,1,0
643,2,0,2,0,1,0.776,0.409,0,5,3,192,1,0.18970299699999998,0.203,0,5,1,2,1,1,0.849,0.591,0,6,0,278,1,0.844780639,0.173,0,2,2
644,0,1,4,0,0,0.83,0.375,0,0,0,235,0,0.0,0.132,0,1,0,1,0,1,0.903,0.625,0,7,2,392,3,0.49560135099999997,0.133,0,2,0
645,2,2,1,0,0,0.822,0.468,0,1,0,236,1,0.043411396,0.119,0,8,0,4,1,0,0.806,0.532,0,13,4,268,2,1.290092945,0.213,0,2,2
646,1,1,4,1,0,0.782,0.317,0,3,1,179,1,0.322895849,0.022,0,1,1,3,0,0,0.906,0.683,0,7,1,385,1,0.8010449789999999,0.156,1,0,1
647,2,2,3,0,1,0.89,0.592,0,4,1,283,1,0.6664504659999999,0.099,0,2,3,5,0,0,0.81,0.408,0,5,2,195,1,0.37279846,0.179,0,0,0
648,4,1,3,2,1,0.877,0.619,0,10,2,326,3,1.9736569190000002,0.138,1,0,3,0,0,1,0.816,0.381,0,3,1,201,0,0.246255352,0.214,0,1,1
649,0,3,2,1,1,0.838,0.477,0,9,2,271,2,1.1090089280000002,0.166,0,2,1,3,0,0,0.855,0.523,0,1,0,297,1,0.1098275,0.061,0,2,1
650,1,0,2,0,2,0.853,0.584,0,4,1,293,2,0.23834497400000001,0.201,0,0,1,0,0,1,0.818,0.416,0,2,1,209,0,0.077359001,0.211,1,1,0
651,3,0,0,0,1,0.878,0.595,0,10,4,361,3,0.892677209,0.105,0,1,0,0,0,1,0.829,0.405,0,4,1,246,2,0.416965477,0.244,0,1,0
652,3,2,4,0,1,0.874,0.531,0,7,3,278,0,0.34993116700000004,0.137,1,3,3,4,1,0,0.862,0.469,0,5,1,246,0,0.372855724,0.252,1,2,2
653,6,0,2,0,1,0.76,0.555,0,5,1,258,0,0.8937420020000001,0.155,0,2,0,0,0,0,0.739,0.445,0,5,1,207,1,0.40631968900000004,0.097,0,2,0
654,1,1,3,0,0,0.779,0.39,0,7,4,172,1,0.31344166300000004,0.169,2,7,1,4,1,1,0.796,0.61,0,5,0,269,2,0.46046752700000004,0.234,0,2,2
655,1,1,4,0,2,0.667,0.312,0,4,0,153,1,0.278110839,0.157,1,2,1,4,1,0,0.828,0.688,0,3,0,337,0,0.101219366,0.062,0,2,2
656,2,1,0,0,0,0.822,0.398,0,2,0,230,1,0.063373144,0.191,1,2,0,4,0,1,0.905,0.602,0,3,1,348,0,0.25408742,0.046,0,1,0
657,2,0,1,1,2,0.828,0.366,0,3,1,186,0,1.064013867,0.204,0,3,0,1,0,1,0.891,0.634,0,9,2,322,5,0.7734002689999999,0.087,0,0,1
658,2,1,2,1,1,0.907,0.649,0,10,2,312,2,1.282493259,0.128,0,1,1,2,0,0,0.799,0.351,0,2,0,169,1,0.082458407,0.13,0,1,1
659,3,1,1,1,2,0.884,0.524,0,7,3,311,0,1.301500828,0.161,0,1,1,1,0,1,0.851,0.476,0,1,0,282,0,0.012453682,0.156,0,1,1
660,4,2,1,0,0,0.838,0.568,0,7,5,277,1,0.342263473,0.119,0,2,1,4,1,0,0.787,0.432,0,6,0,211,1,1.382946875,0.218,0,2,2
661,0,4,2,1,0,0.9,0.505,0,7,0,329,3,1.129087835,0.112,0,1,2,4,1,1,0.913,0.495,0,4,0,322,1,1.044641944,0.081,2,0,0
662,5,1,0,1,0,0.876,0.786,0,6,1,412,1,0.9763454619999999,0.248,0,1,0,3,0,1,0.634,0.214,0,4,0,112,2,0.42830106100000004,0.134,1,0,1
663,2,1,3,0,0,0.8,0.489,0,4,0,215,1,0.55512486,0.084,1,2,1,3,1,2,0.764,0.511,0,6,1,225,0,1.52036303,0.236,0,0,2
664,2,1,5,1,0,0.836,0.602,0,4,1,298,2,0.39619656700000006,0.117,0,0,1,4,1,0,0.787,0.398,0,2,0,197,0,0.37602644900000004,0.188,1,1,0
665,0,1,1,0,2,0.745,0.334,0,0,0,192,0,0.0,0.203,0,3,0,2,0,0,0.875,0.666,0,14,3,383,3,0.7181115249999999,0.183,0,2,0
